gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.081239744,Trametinib,rxcui:1425098,TRAMETINIB DIMETHYL SULFOXIDE,TRUE,FALSE,TRUE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.040114689,CLOZAPINE,rxcui:2626,CLOZAPINE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.012251777,Methyldopa,rxcui:1545996,METHYLDOPA ANHYDROUS,TRUE,FALSE,FALSE
TUBA3D,hgnc:24071,TUBA3D,DTC,5-Jun-23,,0.255324909,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.074469765,THEOPHYLLINE,rxcui:10438,THEOPHYLLINE,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.031675647,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE
TUBB2B,hgnc:30829,TUBB2B,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
GSK3B,hgnc:4617,GSK3B,PharmGKB,5-Jun-23,,0.109222322,fluoxetine,rxcui:227224,FLUOXETINE HYDROCHLORIDE,TRUE,FALSE,FALSE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.005660817,DAUNORUBICIN,rxcui:3109,DAUNORUBICIN,TRUE,FALSE,TRUE
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.871626412,DYPHYLLINE,rxcui:3714,DYPHYLLINE,TRUE,FALSE,FALSE
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.25422437,FLAVOXATE HYDROCHLORIDE,rxcui:142437,FLAVOXATE HYDROCHLORIDE,TRUE,FALSE,FALSE
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE
GSK3B,hgnc:4617,GSK3B,ChEMBL,32,inhibitor,0.436889288,LITHIUM CARBONATE,rxcui:42351,LITHIUM CARBONATE,TRUE,FALSE,FALSE
APP,hgnc:620,APP,ChEMBL,32,binder,1.310667864,ADUCANUMAB,rxcui:2557217,ADUCANUMAB,TRUE,FALSE,FALSE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.032549699,INDOPROFEN,ncit:C83801,INDOPROFEN,TRUE,FALSE,FALSE
TUBA3C,hgnc:12408,TUBA3C,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
TUBB,hgnc:20778,TUBB,DTC,5-Jun-23,,0.091187467,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
DRD2,hgnc:3023,DRD2,NCI,14-Sep-17,,0.008561483,ETHANOL,rxcui:216449,DENATURED ETHANOL,TRUE,FALSE,FALSE
AKT1,hgnc:391,AKT1,PharmGKB,5-Jun-23,,0.02808574,trimipramine,rxcui:10834,TRIMIPRAMINE,TRUE,FALSE,FALSE
UNIPROT:Q9UBN7,hgnc:14064,HDAC6,TdgClinicalTrial,14-Jan,,0.22468592,PANOBINOSTAT,rxcui:1603350,PANOBINOSTAT,TRUE,FALSE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.067676482,ZIPRASIDONE,rxcui:115698,ZIPRASIDONE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.177650765,Mephentermine,rxcui:6756,MEPHENTERMINE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.071060306,Perphenazine,rxcui:8076,PERPHENAZINE,TRUE,FALSE,FALSE
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.22468592,PANOBINOSTAT,rxcui:1603350,PANOBINOSTAT,TRUE,FALSE,TRUE
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.059216922,TRIFLUPROMAZINE HYDROCHLORIDE,rxcui:91125,TRIFLUPROMAZINE HYDROCHLORIDE,TRUE,FALSE,FALSE
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.04180018,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE
AKT1,hgnc:391,AKT1,DTC,5-Jun-23,,0.067405776,TRIFLUOPERAZINE,rxcui:10800,TRIFLUOPERAZINE,TRUE,FALSE,FALSE
BMP7,hgnc:1074,BMP7,PharmGKB,5-Jun-23,,0.842572199,pegaspargase,rxcui:34132,PEGASPARGASE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.044412691,TRIMIPRAMINE MALEATE,rxcui:71532,TRIMIPRAMINE MALEATE,TRUE,FALSE,FALSE
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.184890451,AMLEXANOX,rxcui:46307,AMLEXANOX,TRUE,FALSE,FALSE
HDAC6,hgnc:14064,HDAC6,ChEMBL,32,inhibitor,0.351071749,ROMIDEPSIN,rxcui:877510,ROMIDEPSIN,TRUE,FALSE,TRUE
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,agonist,0.088825382,ROPINIROLE HYDROCHLORIDE,rxcui:236553,ROPINIROLE HYDROCHLORIDE,TRUE,FALSE,FALSE
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.351071749,ROMIDEPSIN,rxcui:877510,ROMIDEPSIN,TRUE,FALSE,TRUE
TUBB4A,hgnc:20774,TUBB4A,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.047033536,GABAPENTIN,rxcui:25480,GABAPENTIN,TRUE,FALSE,FALSE
UNIPROT:P05067,hgnc:620,APP,TdgClinicalTrial,14-Jan,,0.174755715,SCYLLO-INOSITOL,rxcui:5833,INOSITOL,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,2.131809177,CABERGOLINE,rxcui:47579,CABERGOLINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.284241224,DOMPERIDONE,rxcui:3626,DOMPERIDONE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.045845359,HALOPERIDOL,rxcui:26420,HALOPERIDOL DECANOATE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.177650765,REMOXIPRIDE,rxcui:35350,REMOXIPRIDE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.039477948,ASENAPINE,rxcui:784649,ASENAPINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.045845359,HALOPERIDOL,rxcui:26420,HALOPERIDOL DECANOATE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.236867686,Droperidol,rxcui:3648,DROPERIDOL,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.022206346,Ephedrine,rxcui:3966,EPHEDRINE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.071060306,Dihydroergotamine,rxcui:203176,DIHYDROERGOTAMINE MESYLATE,TRUE,FALSE,FALSE
AMYLOID BETA A4 PROTEIN,hgnc:620,APP,TTD,2020.06.01,,0.079434416,Curcumin,rxcui:2955,CURCUMIN,TRUE,FALSE,FALSE
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.1404287,PHENYLBUTANOIC ACID,rxcui:1546447,4-PHENYLBUTYRIC ACID,TRUE,FALSE,TRUE
UNIPROT:Q9UBN7,hgnc:14064,HDAC6,TEND,1-Aug-11,,0.351071749,ROMIDEPSIN,rxcui:877510,ROMIDEPSIN,TRUE,FALSE,TRUE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.888253824,BROMPERIDOL,rxcui:19777,BROMPERIDOL,TRUE,FALSE,FALSE
HDAC6,hgnc:14064,HDAC6,ChEMBL,32,inhibitor,0.580031586,VORINOSTAT,rxcui:194337,VORINOSTAT,TRUE,FALSE,TRUE
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.203379496,AMINOPHYLLINE,rxcui:689,AMINOPHYLLINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.203029445,CHLORPROTHIXENE,rxcui:2406,CHLORPROTHIXENE,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.137482643,PHENYLEPHRINE,rxcui:8163,PHENYLEPHRINE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.284241224,DOMPERIDONE,rxcui:3626,DOMPERIDONE,TRUE,FALSE,FALSE
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.037400161,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.355301529,ACETOPHENAZINE MALEATE,rxcui:91127,ACETOPHENAZINE MALEATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.101514723,METOCLOPRAMIDE HYDROCHLORIDE,rxcui:267036,METOCLOPRAMIDE HYDROCHLORIDE,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.081803126,PACLITAXEL,rxcui:56946,PACLITAXEL,TRUE,FALSE,TRUE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.035402193,BRENTUXIMAB VEDOTIN,rxcui:1147320,BRENTUXIMAB VEDOTIN,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.102253908,PACLITAXEL,rxcui:56946,PACLITAXEL,TRUE,FALSE,TRUE
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.042309938,BRENTUXIMAB VEDOTIN,rxcui:1147320,BRENTUXIMAB VEDOTIN,TRUE,FALSE,FALSE
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.035963447,CABAZITAXEL,rxcui:996051,CABAZITAXEL,TRUE,FALSE,TRUE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.071926895,CABAZITAXEL,rxcui:996051,CABAZITAXEL,TRUE,FALSE,TRUE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.035963447,CABAZITAXEL,rxcui:996051,CABAZITAXEL,TRUE,FALSE,TRUE
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.047951263,VINORELBINE TARTRATE,rxcui:114527,VINORELBINE TARTRATE,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.035107175,VINBLASTINE SULFATE,rxcui:11199,VINBLASTINE SULFATE,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.035963447,VINBLASTINE SULFATE,rxcui:11199,VINBLASTINE SULFATE,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.047951263,VINORELBINE TARTRATE,rxcui:114527,VINORELBINE TARTRATE,TRUE,FALSE,FALSE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.035963447,VINBLASTINE SULFATE,rxcui:11199,VINBLASTINE SULFATE,TRUE,FALSE,FALSE
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.047951263,VINORELBINE TARTRATE,rxcui:114527,VINORELBINE TARTRATE,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.040122486,VINORELBINE TARTRATE,rxcui:114527,VINORELBINE TARTRATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.186110325,CHLORPROMAZINE,rxcui:2403,CHLORPROMAZINE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.022558827,OLANZAPINE,rxcui:61381,OLANZAPINE,TRUE,FALSE,FALSE
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.338965827,APREMILAST,rxcui:1492727,APREMILAST,TRUE,FALSE,FALSE
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,MIRVETUXIMAB SORAVTANSINE,rxcui:2621548,MIRVETUXIMAB SORAVTANSINE,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,MIRVETUXIMAB SORAVTANSINE,rxcui:2621548,MIRVETUXIMAB SORAVTANSINE,TRUE,FALSE,FALSE
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,MIRVETUXIMAB SORAVTANSINE,rxcui:2621548,MIRVETUXIMAB SORAVTANSINE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,agonist,0.039477948,MINAPRINE HYDROCHLORIDE,rxcui:236400,MINAPRINE HYDROCHLORIDE,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,TISOTUMAB VEDOTIN,rxcui:2571093,TISOTUMAB VEDOTIN-TFTV,TRUE,FALSE,FALSE
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,TISOTUMAB VEDOTIN,rxcui:2571093,TISOTUMAB VEDOTIN-TFTV,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,TISOTUMAB VEDOTIN,rxcui:2571093,TISOTUMAB VEDOTIN-TFTV,TRUE,FALSE,FALSE
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,TISOTUMAB VEDOTIN,rxcui:2571093,TISOTUMAB VEDOTIN-TFTV,TRUE,FALSE,FALSE
PRKCA,hgnc:9393,PRKCA,DTC,5-Jun-23,,0.106847924,RESVERATROL,rxcui:1000492,RESVERATROL,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,DTC,5-Jun-23,,0.102253908,PACLITAXEL,rxcui:56946,PACLITAXEL,TRUE,FALSE,TRUE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.018599828,PROMETHAZINE,rxcui:142445,PROMETHAZINE HYDROCHLORIDE,TRUE,FALSE,FALSE
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.127662454,BUTANOIC ACID,rxcui:1362696,BUTYRIC ACID,TRUE,FALSE,FALSE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.008491226,RESVERATROL,rxcui:1000492,RESVERATROL,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,DTC,5-Jun-23,,0.081992661,QUETIAPINE,rxcui:221153,QUETIAPINE FUMARATE,TRUE,FALSE,FALSE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.027899742,PYRITHIONE ZINC,ncit:C47698,PYRITHIONE ZINC,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.089363718,CARVEDILOL,rxcui:20352,CARVEDILOL,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.059575812,PROPOFOL,rxcui:8782,PROPOFOL,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.063831227,SALT,rxcui:9863,SODIUM CHLORIDE,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,PharmGKB,5-Jun-23,,0.019503986,cyclophosphamide,rxcui:1545988,CYCLOPHOSPHAMIDE ANHYDROUS,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.101514723,METOCLOPRAMIDE,rxcui:267036,METOCLOPRAMIDE HYDROCHLORIDE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.08360036,FLUSPIRILENE,rxcui:4507,FLUSPIRILENE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.028424122,TRIFLUOPERAZINE,rxcui:10800,TRIFLUOPERAZINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.355301529,PRAMIPEXOLE,rxcui:746741,PRAMIPEXOLE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.08360036,Fluspirilene,rxcui:4507,FLUSPIRILENE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.266476147,Mesoridazine,rxcui:6779,MESORIDAZINE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.186110325,Chlorpromazine,rxcui:2403,CHLORPROMAZINE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.101514723,Metoclopramide,rxcui:267036,METOCLOPRAMIDE HYDROCHLORIDE,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,MIRVETUXIMAB SORAVTANSINE,rxcui:2621548,MIRVETUXIMAB SORAVTANSINE,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,DTC,5-Jun-23,,0.081803126,PACLITAXEL,rxcui:56946,PACLITAXEL,TRUE,FALSE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.04180018,PROMAZINE,rxcui:8742,PROMAZINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.08360036,FLUSPIRILENE,rxcui:4507,FLUSPIRILENE,TRUE,FALSE,FALSE
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.04180018,BRENTUXIMAB VEDOTIN,rxcui:1147320,BRENTUXIMAB VEDOTIN,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.444126912,Ropinirole,rxcui:72302,ROPINIROLE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.096900417,Thiethylperazine,rxcui:10471,THIETHYLPERAZINE,TRUE,FALSE,FALSE
BMP7,hgnc:1074,BMP7,PharmGKB,5-Jun-23,,0.081916742,cyclophosphamide,rxcui:1545988,CYCLOPHOSPHAMIDE ANHYDROUS,TRUE,FALSE,FALSE
CTNNB1,hgnc:2514,CTNNB1,PharmGKB,5-Jun-23,,0.042554151,dexamethasone,rxcui:3264,DEXAMETHASONE,TRUE,FALSE,TRUE
TUBULIN BETA,hgnc:20778,TUBB,TTD,2020.06.01,,0.081803126,Taxol,rxcui:56946,PACLITAXEL,TRUE,FALSE,TRUE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.042309938,BRENTUXIMAB VEDOTIN,rxcui:1147320,BRENTUXIMAB VEDOTIN,TRUE,FALSE,FALSE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.042309938,BRENTUXIMAB VEDOTIN,rxcui:1147320,BRENTUXIMAB VEDOTIN,TRUE,FALSE,FALSE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.042309938,BRENTUXIMAB VEDOTIN,rxcui:1147320,BRENTUXIMAB VEDOTIN,TRUE,FALSE,FALSE
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.089687765,PACLITAXEL,rxcui:56946,PACLITAXEL,TRUE,FALSE,TRUE
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.089687765,PACLITAXEL,rxcui:56946,PACLITAXEL,TRUE,FALSE,TRUE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.042309938,BRENTUXIMAB VEDOTIN,rxcui:1147320,BRENTUXIMAB VEDOTIN,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.030091864,CABAZITAXEL,rxcui:996051,CABAZITAXEL,TRUE,FALSE,TRUE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.047951263,VINORELBINE TARTRATE,rxcui:114527,VINORELBINE TARTRATE,TRUE,FALSE,FALSE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.047951263,VINORELBINE TARTRATE,rxcui:114527,VINORELBINE TARTRATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.050757361,LEVOMEPROMAZINE,rxcui:6852,METHOTRIMEPRAZINE,TRUE,FALSE,FALSE
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.039878333,DIPYRIDAMOLE,rxcui:3521,DIPYRIDAMOLE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,agonist,0.118433843,ARIPIPRAZOLE LAUROXIL,rxcui:1673265,ARIPIPRAZOLE LAUROXIL,TRUE,FALSE,FALSE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,MIRVETUXIMAB SORAVTANSINE,rxcui:2621548,MIRVETUXIMAB SORAVTANSINE,TRUE,FALSE,FALSE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,MIRVETUXIMAB SORAVTANSINE,rxcui:2621548,MIRVETUXIMAB SORAVTANSINE,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,MIRVETUXIMAB SORAVTANSINE,rxcui:2621548,MIRVETUXIMAB SORAVTANSINE,TRUE,FALSE,FALSE
KIF5B,hgnc:6324,KIF5B,ChEMBL,32,inhibitor,9.830008983,SELPERCATINIB,rxcui:2370147,SELPERCATINIB,TRUE,FALSE,TRUE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,TISOTUMAB VEDOTIN,rxcui:2571093,TISOTUMAB VEDOTIN-TFTV,TRUE,FALSE,FALSE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,TISOTUMAB VEDOTIN,rxcui:2571093,TISOTUMAB VEDOTIN-TFTV,TRUE,FALSE,FALSE
TUBB3,hgnc:20772,TUBB3,ClearityFoundationBiomarkers,26-Jul-13,,0.016923975,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
APP,hgnc:620,APP,DTC,5-Jun-23,,0.524267146,FERULIC ACID,rxcui:1368647,FERULIC ACID,TRUE,FALSE,FALSE
TUBA1A,hgnc:20766,TUBA1A,DTC,5-Jun-23,,0.089687765,PACLITAXEL,rxcui:56946,PACLITAXEL,TRUE,FALSE,TRUE
TUBB4B,hgnc:20771,TUBB4B,DTC,5-Jun-23,,0.089687765,PACLITAXEL,rxcui:56946,PACLITAXEL,TRUE,FALSE,TRUE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.078119277,KETOROLAC TROMETHAMINE,rxcui:28200,KETOROLAC TROMETHAMINE,TRUE,FALSE,FALSE
TUBA3D,hgnc:24071,TUBA3D,DTC,5-Jun-23,,0.216044153,VINORELBINE BASE,rxcui:39541,VINORELBINE,TRUE,FALSE,TRUE
TUBA1C,hgnc:20768,TUBA1C,DTC,5-Jun-23,,0.055328381,VINORELBINE BASE,rxcui:39541,VINORELBINE,TRUE,FALSE,TRUE
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.055328381,VINORELBINE BASE,rxcui:39541,VINORELBINE,TRUE,FALSE,TRUE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.039059638,TERAZOSIN,rxcui:37798,TERAZOSIN,TRUE,FALSE,TRUE
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.501531071,BELINOSTAT,rxcui:1543543,BELINOSTAT,TRUE,FALSE,TRUE
APP,hgnc:620,APP,NCI,14-Sep-17,,0.20164121,AMB,rxcui:236594,AMPHOTERICIN B LIPOSOMAL,TRUE,FALSE,FALSE
APP,hgnc:620,APP,NCI,14-Sep-17,,0.037990373,DAUNOMYCIN,rxcui:3109,DAUNORUBICIN,TRUE,FALSE,TRUE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.223409295,IL-1RA,rxcui:72435,ANAKINRA,TRUE,FALSE,TRUE
DRD2,hgnc:3023,DRD2,PharmGKB,5-Jun-23,,0.032300139,naltrexone,rxcui:7243,NALTREXONE,TRUE,FALSE,FALSE
BMP7,hgnc:1074,BMP7,PharmGKB,5-Jun-23,,0.083070498,vincristine,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
PRKCA,hgnc:9393,PRKCA,PharmGKB,5-Jun-23,,0.061437556,hydrochlorothiazide,rxcui:5487,HYDROCHLOROTHIAZIDE,TRUE,FALSE,FALSE
