gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic,ATC_Code,ATC_Category
HDAC3,hgnc:4854,HDAC3,DTC,5-Jun-23,,0.221175202,PHENYLBUTANOIC ACID,rxcui:1546447,4-PHENYLBUTYRIC ACID,True,False,True,,
VDR,hgnc:12679,VDR,DTC,5-Jun-23,,0.006956836,OXCARBAZEPINE,rxcui:32624,OXCARBAZEPINE,True,False,False,,
BRD4,hgnc:13575,BRD4,DTC,5-Jun-23,,0.256435017,ESTAZOLAM,rxcui:4077,ESTAZOLAM,True,False,False,,
NFE2L2,hgnc:7782,NFE2L2,DTC,5-Jun-23,,0.035402193,DOCUSATE SODIUM,rxcui:71722,DOCUSATE SODIUM,True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.022807445,CICLESONIDE,rxcui:274964,CICLESONIDE,True,False,False,,
EHMT2,hgnc:14129,EHMT2,DTC,5-Jun-23,,0.034410767,PROPYLENE GLYCOL MONOSTEARATE,rxcui:1314411,PROPYLENE GLYCOL MONOSTEARATE,True,False,False,,
NTSR1,hgnc:8039,NTSR1,DTC,5-Jun-23,,0.102395927,SORAFENIB TOSYLATE,rxcui:495881,SORAFENIB,True,False,True,L01XE05,Antineoplastic agents
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.003180718,ESTRADIOL,rxcui:24395,ESTRADIOL VALERATE,True,False,False,,
CYP24A1,hgnc:2602,CYP24A1,DTC,5-Jun-23,,1.34045577,CALCITRIOL,rxcui:1894,CALCITRIOL,True,False,False,,
BRD3,hgnc:1104,BRD3,DTC,5-Jun-23,,0.427391695,ESTAZOLAM,rxcui:4077,ESTAZOLAM,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.008349385,DEXMEDETOMIDINE,rxcui:228054,DEXMEDETOMIDINE HYDROCHLORIDE,True,False,False,,
LRRK2,hgnc:18618,LRRK2,DTC,5-Jun-23,,0.043688929,VANDETANIB,rxcui:1098413,VANDETANIB,True,False,True,L01XE12,Antineoplastic agents
PPARD,hgnc:9235,PPARD,DTC,5-Jun-23,,0.011456887,DISULFIRAM,rxcui:3554,DISULFIRAM,True,False,False,,
KCNH2,hgnc:6251,KCNH2,DTC,5-Jun-23,,0.009335241,SERTRALINE HYDROCHLORIDE,rxcui:155137,SERTRALINE HYDROCHLORIDE,True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.034211168,NITROFURAZONE,rxcui:7455,NITROFURAZONE,True,False,False,,
CYP1A2,hgnc:2596,CYP1A2,DTC,5-Jun-23,,0.004032824,SIMVASTATIN,rxcui:36567,SIMVASTATIN,True,False,True,,
IDE,hgnc:5381,IDE,DTC,5-Jun-23,,11.79601078,BIOTIN,rxcui:1588,BIOTIN,True,False,False,,
GMNN,hgnc:17493,GMNN,DTC,5-Jun-23,,0.015359389,OLEIC ACID,rxcui:7631,OLEIC ACID,True,False,False,,
MPHOSPH8,hgnc:29810,MPHOSPH8,DTC,5-Jun-23,,0.014700911,LEVODOPA,rxcui:6375,LEVODOPA,True,False,False,,
CYP2C19,hgnc:2621,CYP2C19,DTC,5-Jun-23,,0.04165258,GLYCINE,rxcui:4919,GLYCINE,True,False,False,,
CYP2D6,hgnc:2625,CYP2D6,DTC,5-Jun-23,,0.048824548,DIMENHYDRINATE,rxcui:3444,DIMENHYDRINATE,True,False,False,,
POLB,hgnc:9174,POLB,DTC,5-Jun-23,,0.06517133,HYDROXYSTILBAMIDINE ISETHIONATE,ncit:C65871,HYDROXYSTILBAMIDINE ISETHIONATE,True,False,False,,
ALOX15B,hgnc:434,ALOX15B,DTC,5-Jun-23,,0.133741619,ETHOPROPAZINE HYDROCHLORIDE,rxcui:6541,ETHOPROPAZINE HYDROCHLORIDE,True,False,False,,
CYP2D6,hgnc:2625,CYP2D6,DTC,5-Jun-23,,0.019529819,CLOFAZIMINE,rxcui:2592,CLOFAZIMINE,True,False,False,,
ATXN2,hgnc:10555,ATXN2,DTC,5-Jun-23,,0.026531738,SAQUINAVIR MESYLATE,rxcui:859857,SAQUINAVIR MESYLATE,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.009542154,ETIDRONIC ACID,rxcui:1356715,ETIDRONIC ACID,True,False,True,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.008349385,TRICETIN,rxcui:1994358,TRICETIN,True,False,False,,
PLK1,hgnc:9077,PLK1,DTC,5-Jun-23,,0.046809567,"MESO-2,3-DIMERCAPTOSUCCINIC ACID",rxcui:3446,SUCCIMER,True,False,False,,
VDR,hgnc:12679,VDR,DTC,5-Jun-23,,0.00782644,DYCLONINE HYDROCHLORIDE,rxcui:91188,DYCLONINE HYDROCHLORIDE,True,False,False,,
CYP2C9,hgnc:2623,CYP2C9,DTC,5-Jun-23,,0.003296448,TRETINOIN,rxcui:10753,TRETINOIN,True,False,True,,
GMNN,hgnc:17493,GMNN,DTC,5-Jun-23,,0.003723488,VINBLASTINE,rxcui:11198,VINBLASTINE,True,False,True,L01CA01,Vinca alkaloids and analogues
TP53,hgnc:11998,TP53,DTC,5-Jun-23,,0.005762585,PAROXETINE HYDROCHLORIDE,rxcui:1298842,"PAROXETINE HYDROCHLORIDE, HEMIHYDRATE",True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.022265026,PICOTAMIDE,ncit:C73157,PICOTAMIDE,True,False,False,,
CYP2C19,hgnc:2621,CYP2C19,DTC,5-Jun-23,,0.008925553,ZIDOVUDINE,rxcui:11413,ZIDOVUDINE,True,False,False,,
CYP2C9,hgnc:2623,CYP2C9,DTC,5-Jun-23,,0.046150277,PYRIDOSTIGMINE,rxcui:9000,PYRIDOSTIGMINE,True,False,False,,
CACNA1B,hgnc:1389,CACNA1B,DTC,5-Jun-23,,0.036862534,NIFEDIPINE,rxcui:7417,NIFEDIPINE,True,False,False,,
APBA1,hgnc:578,APBA1,DTC,5-Jun-23,,0.131066786,NIFEDIPINE,rxcui:7417,NIFEDIPINE,True,False,False,,
VDR,hgnc:12679,VDR,DTC,5-Jun-23,,0.398436959,CALCITRIOL,rxcui:1894,CALCITRIOL,True,False,False,,
HSD17B10,hgnc:4800,HSD17B10,DTC,5-Jun-23,,0.010985296,AMPHOTERICIN B,rxcui:236594,AMPHOTERICIN B LIPOSOMAL,True,False,False,,
ESRRB,hgnc:3473,ESRRB,DTC,5-Jun-23,,4.067589924,DIETHYLSTILBESTROL,rxcui:3390,DIETHYLSTILBESTROL,True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.004276396,EXEMESTANE,rxcui:258494,EXEMESTANE,True,False,True,,
NFE2L2,hgnc:7782,NFE2L2,DTC,5-Jun-23,,0.000737546,SORAFENIB TOSYLATE,rxcui:495881,SORAFENIB,True,False,True,L01XE05,Antineoplastic agents
RECQL,hgnc:9948,RECQL,DTC,5-Jun-23,,0.085231292,AVOBENZONE,rxcui:45045,AVOBENZONE,True,False,False,,
CDK1,hgnc:1722,CDK1,DTC,5-Jun-23,,0.131066786,SERTRALINE,rxcui:155137,SERTRALINE HYDROCHLORIDE,True,False,False,,
EHMT2,hgnc:14129,EHMT2,DTC,5-Jun-23,,0.002457912,LANSOPRAZOLE,rxcui:17128,LANSOPRAZOLE,True,False,False,,
CYP2D6,hgnc:2625,CYP2D6,DTC,5-Jun-23,,0.019529819,CIMETIDINE,rxcui:2541,CIMETIDINE,True,False,False,,
CYP2D6,hgnc:2625,CYP2D6,DTC,5-Jun-23,,0.012206137,AMOXICILLIN,rxcui:1297882,AMOXICILLIN ANHYDROUS,True,False,False,,
POLB,hgnc:9174,POLB,DTC,5-Jun-23,,0.040732081,CEFOXITIN SODIUM,rxcui:203118,CEFOXITIN SODIUM,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.007421675,BECLOMETHASONE,rxcui:1347,BECLOMETHASONE,True,False,False,,
NR3C1,hgnc:7978,NR3C1,DTC,5-Jun-23,,0.032912977,ESTRADIOL,rxcui:24395,ESTRADIOL VALERATE,True,False,False,,
CYP1A2,hgnc:2596,CYP1A2,DTC,5-Jun-23,,0.00916551,TRIAMCINOLONE,rxcui:10759,TRIAMCINOLONE,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.013359016,MINOXIDIL,rxcui:6984,MINOXIDIL,True,False,False,,
NFKB1,hgnc:7794,NFKB1,DTC,5-Jun-23,,0.023878564,FENRETINIDE,ncit:C1098,FENRETINIDE,True,False,False,,
CCND1,hgnc:1582,CCND1,DTC,5-Jun-23,,0.214941887,PALBOCICLIB,rxcui:1601374,PALBOCICLIB,True,False,True,,
CYP1A2,hgnc:2596,CYP1A2,DTC,5-Jun-23,,0.033606868,PYRIDOSTIGMINE,rxcui:9000,PYRIDOSTIGMINE,True,False,False,,
CYP2C19,hgnc:2621,CYP2C19,DTC,5-Jun-23,,0.022719589,BUDESONIDE,rxcui:19831,BUDESONIDE,True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.002631628,FENRETINIDE,ncit:C1098,FENRETINIDE,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.014313231,MICONAZOLE,rxcui:42790,MICONAZOLE NITRATE,True,False,False,,
CYP2C19,hgnc:2621,CYP2C19,DTC,5-Jun-23,,0.013884193,TETRACYCLINE,rxcui:10395,TETRACYCLINE,True,False,False,,
ALDH1A1,hgnc:402,ALDH1A1,DTC,5-Jun-23,,0.015123091,METHYSERGIDE,rxcui:6911,METHYSERGIDE,True,False,False,,
HSP90AA1,hgnc:5253,HSP90AA1,DTC,5-Jun-23,,0.045195444,DIACEREIN,rxcui:22759,DIACETYLRHEIN,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.002904134,PAROXETINE HYDROCHLORIDE,rxcui:1298842,"PAROXETINE HYDROCHLORIDE, HEMIHYDRATE",True,False,False,,
HPGD,hgnc:5154,HPGD,DTC,5-Jun-23,,0.024371923,LIOTHYRONINE SODIUM,rxcui:142448,LIOTHYRONINE SODIUM,True,False,False,,
POLB,hgnc:9174,POLB,DTC,5-Jun-23,,0.04655095,DEMECLOCYCLINE HYDROCHLORIDE,rxcui:81993,DEMECLOCYCLINE HYDROCHLORIDE,True,False,False,,
HPSE,hgnc:5164,HPSE,DTC,5-Jun-23,,1.387765974,HESPERIDIN,rxcui:5281,HESPERIDIN,True,False,False,,
BAZ2B,hgnc:963,BAZ2B,DTC,5-Jun-23,,0.005563106,CLOTRIMAZOLE,rxcui:2623,CLOTRIMAZOLE,True,False,False,,
VDR,hgnc:12679,VDR,DTC,5-Jun-23,,0.006590687,GENTIAN VIOLET,rxcui:1546369,GENTIAN VIOLET CATION,True,False,False,D08AX08,Antiseptics and disinfectants
GMNN,hgnc:17493,GMNN,DTC,5-Jun-23,,0.061437556,FEBANTEL,rxcui:24805,FEBANTEL,True,False,False,,
CYP2C19,hgnc:2621,CYP2C19,DTC,5-Jun-23,,0.013884193,HESPERETIN,rxcui:1314255,HESPERETIN,True,False,False,,
JUN,hgnc:6204,JUN,DTC,5-Jun-23,,0.320543771,DIPHENHYDRAMINE HYDROCHLORIDE,rxcui:1362,DIPHENHYDRAMINE HYDROCHLORIDE,True,False,False,,
CYP2C9,hgnc:2623,CYP2C9,DTC,5-Jun-23,,0.008144167,CLOPIDOGREL,rxcui:32968,CLOPIDOGREL,True,False,False,,
ALDH1A1,hgnc:402,ALDH1A1,DTC,5-Jun-23,,0.016803434,BRIMONIDINE,rxcui:134615,BRIMONIDINE,True,False,False,,
CYP2C19,hgnc:2621,CYP2C19,DTC,5-Jun-23,,0.006247887,MESALAMINE,rxcui:52582,MESALAMINE,True,False,False,,
CYP2D6,hgnc:2625,CYP2D6,DTC,5-Jun-23,,0.006974935,ZIDOVUDINE,rxcui:11413,ZIDOVUDINE,True,False,False,,
SLC5A7,hgnc:14025,SLC5A7,DTC,5-Jun-23,,0.070130861,DIETHYLSTILBESTROL,rxcui:3390,DIETHYLSTILBESTROL,True,False,False,,
CYP2C19,hgnc:2621,CYP2C19,DTC,5-Jun-23,,0.014700911,CLOPIDOGREL,rxcui:32968,CLOPIDOGREL,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.066795078,PHENYL AMINOSALICYLATE,ncit:C66376,PHENYL AMINOSALICYLATE,True,False,False,,
CBX1,hgnc:1551,CBX1,DTC,5-Jun-23,,0.004357273,CYCLOPHOSPHAMIDE,rxcui:1545988,CYCLOPHOSPHAMIDE ANHYDROUS,True,False,False,L01AA01,Antineoplastic agents
MAP4K5,hgnc:6867,MAP4K5,DTC,5-Jun-23,,0.034131976,VANDETANIB,rxcui:1098413,VANDETANIB,True,False,True,L01XE12,Antineoplastic agents
CYP2C9,hgnc:2623,CYP2C9,DTC,5-Jun-23,,0.046150277,GLYCINE,rxcui:4919,GLYCINE,True,False,False,,
KCNH2,hgnc:6251,KCNH2,DTC,5-Jun-23,,0.042008585,DOXAZOSIN MESYLATE,rxcui:39173,DOXAZOSIN MESYLATE,True,False,False,,
NFE2L2,hgnc:7782,NFE2L2,DTC,5-Jun-23,,0.017701097,HYDROXYPROGESTERONE CAPROATE,rxcui:12488,HYDROXYPROGESTERONE CAPROATE (USP),True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.002207172,CLOTRIMAZOLE,rxcui:2623,CLOTRIMAZOLE,True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.006220212,BUPRENORPHINE HYDROCHLORIDE,rxcui:1819,BUPRENORPHINE,True,False,False,,
YES1,hgnc:12841,YES1,DTC,5-Jun-23,,0.005251073,VANDETANIB,rxcui:1098413,VANDETANIB,True,False,True,L01XE12,Antineoplastic agents
KDM4E,hgnc:37098,KDM4E,DTC,5-Jun-23,,0.102041616,TRIPELENNAMINE HYDROCHLORIDE,rxcui:91063,TRIPELENNAMINE HYDROCHLORIDE,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.002569041,MELATONIN,rxcui:6711,MELATONIN,True,False,False,,
CLK4,hgnc:13659,CLK4,DTC,5-Jun-23,,0.024564787,PALBOCICLIB,rxcui:1601374,PALBOCICLIB,True,False,True,,
PPARD,hgnc:9235,PPARD,DTC,5-Jun-23,,0.014413503,CLOTRIMAZOLE,rxcui:2623,CLOTRIMAZOLE,True,False,False,,
BAZ2B,hgnc:963,BAZ2B,DTC,5-Jun-23,,0.028742716,TRIFLUPROMAZINE HYDROCHLORIDE,rxcui:91125,TRIFLUPROMAZINE HYDROCHLORIDE,True,False,False,,
EHMT2,hgnc:14129,EHMT2,DTC,5-Jun-23,,0.006882153,METHYSERGIDE,rxcui:6911,METHYSERGIDE,True,False,False,,
ESR1,hgnc:3467,ESR1,DTC,5-Jun-23,,0.284927797,PALMITIC ACID,rxcui:1370621,PALMITATE,True,False,False,,
BLM,hgnc:1058,BLM,DTC,5-Jun-23,,0.004055284,DOXORUBICIN HYDROCHLORIDE,rxcui:142433,DOXORUBICIN HYDROCHLORIDE,True,False,True,,
CYP1A2,hgnc:2596,CYP1A2,DTC,5-Jun-23,,0.004032824,NIFEDIPINE,rxcui:7417,NIFEDIPINE,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.002671803,TRIFLUOPERAZINE,rxcui:10800,TRIFLUOPERAZINE,True,False,False,N05AB06,Antipsychotics
CYP2D6,hgnc:2625,CYP2D6,DTC,5-Jun-23,,0.013949871,ETIDRONIC ACID,rxcui:1356715,ETIDRONIC ACID,True,False,True,,
TDP1,hgnc:18884,TDP1,DTC,5-Jun-23,,0.241721532,AVOBENZONE,rxcui:45045,AVOBENZONE,True,False,False,,
KDM4A,hgnc:22978,KDM4A,DTC,5-Jun-23,,0.02229027,CARBETAPENTANE CITRATE,rxcui:283547,CARBETAPENTANE CITRATE,True,False,False,,
GMNN,hgnc:17493,GMNN,DTC,5-Jun-23,,0.017553587,DIENESTROL,rxcui:3368,DIENESTROL,True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.011403723,NORETHINDRONE ACETATE,rxcui:31983,NORETHINDRONE ACETATE,True,False,False,,
VDR,hgnc:12679,VDR,DTC,5-Jun-23,,0.002504461,NIFEDIPINE,rxcui:7417,NIFEDIPINE,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.003710838,SERTRALINE HYDROCHLORIDE,rxcui:155137,SERTRALINE HYDROCHLORIDE,True,False,False,,
DAGLA,hgnc:1165,DAGLA,DTC,5-Jun-23,,13.10667864,ORLISTAT,rxcui:37925,ORLISTAT,True,False,False,,
EHMT2,hgnc:14129,EHMT2,DTC,5-Jun-23,,0.002752861,TRIFLUOPERAZINE,rxcui:10800,TRIFLUOPERAZINE,True,False,False,N05AB06,Antipsychotics
CYP2D6,hgnc:2625,CYP2D6,DTC,5-Jun-23,,0.008137425,MITOMYCIN,rxcui:632,MITOMYCIN,True,False,True,,
GMNN,hgnc:17493,GMNN,DTC,5-Jun-23,,0.020479185,TRIFLUPROMAZINE HYDROCHLORIDE,rxcui:91125,TRIFLUPROMAZINE HYDROCHLORIDE,True,False,False,,
WRN,hgnc:12791,WRN,DTC,5-Jun-23,,0.015084413,NORDIHYDROGUAIARETIC ACID,rxcui:227239,MASOPROCOL,True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.034211168,FEBANTEL,rxcui:24805,FEBANTEL,True,False,False,,
CREBBP,hgnc:2348,CREBBP,DTC,5-Jun-23,,0.156031889,MIDAZOLAM,rxcui:203128,MIDAZOLAM HYDROCHLORIDE,True,False,False,,
CYP2D6,hgnc:2625,CYP2D6,DTC,5-Jun-23,,0.006103068,LIOTHYRONINE,rxcui:10814,LIOTHYRONINE,True,False,False,,
NPSR1,hgnc:23631,NPSR1,DTC,5-Jun-23,,0.234047833,CHLORMADINONE ACETATE,rxcui:2369,CHLORMADINONE ACETATE,True,False,False,,
HSP90AA1,hgnc:5253,HSP90AA1,DTC,5-Jun-23,,0.008842587,NORDIHYDROGUAIARETIC ACID,rxcui:227239,MASOPROCOL,True,False,False,,
HSP90AB1,hgnc:5258,HSP90AB1,DTC,5-Jun-23,,0.027873371,NORDIHYDROGUAIARETIC ACID,rxcui:227239,MASOPROCOL,True,False,False,,
F12,hgnc:3530,F12,DTC,5-Jun-23,,1.685144397,PENTAMIDINE ISETHIONATE,rxcui:7995,PENTAMIDINE ISETHIONATE,True,False,False,,
GPR55,hgnc:4511,GPR55,DTC,5-Jun-23,,0.44681859,PERHEXILINE MALEATE,rxcui:33169,PERHEXILINE MALEATE,True,False,False,C01EB05,Cardiac therapy
CYP2D6,hgnc:2625,CYP2D6,DTC,5-Jun-23,,0.019529819,MINOXIDIL,rxcui:6984,MINOXIDIL,True,False,False,,
SMN2,hgnc:11118,SMN2,DTC,5-Jun-23,,0.046078167,PIPERINE,rxcui:1311146,PIPERINE,True,False,False,,
CYP2C19,hgnc:2621,CYP2C19,DTC,5-Jun-23,,0.002975184,DEXAMETHASONE,rxcui:3264,DEXAMETHASONE,True,False,True,H02AB02,Corticosteroids for systemic use
AKR1B10,hgnc:382,AKR1B10,DTC,5-Jun-23,,14.74501347,TOLRESTAT,rxcui:38386,TOLRESTAT,True,False,False,,
TGFBR2,hgnc:11773,TGFBR2,DTC,5-Jun-23,,6.553339322,HESPERETIN,rxcui:1314255,HESPERETIN,True,False,False,,
ALDH1A1,hgnc:402,ALDH1A1,DTC,5-Jun-23,,0.005816573,FENRETINIDE,ncit:C1098,FENRETINIDE,True,False,False,,
GMNN,hgnc:17493,GMNN,DTC,5-Jun-23,,0.002671198,NORDIHYDROGUAIARETIC ACID,rxcui:227239,MASOPROCOL,True,False,False,,
TP53,hgnc:11998,TP53,DTC,5-Jun-23,,0.014726605,SERTRALINE HYDROCHLORIDE,rxcui:155137,SERTRALINE HYDROCHLORIDE,True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.068422336,OCTOCRYLENE,rxcui:77674,OCTOCRYLENE,True,False,False,,
HDAC3,hgnc:4854,HDAC3,DTC,5-Jun-23,,0.042739169,DAUNORUBICIN,rxcui:3109,DAUNORUBICIN,True,False,True,L01DB02,Antineoplastic agents
EHMT2,hgnc:14129,EHMT2,DTC,5-Jun-23,,0.034410767,CEFAZOLIN,rxcui:2180,CEFAZOLIN,True,False,False,,
NR1I3,hgnc:7969,NR1I3,DTC,5-Jun-23,,1.966001797,OXYMORPHONE,rxcui:7814,OXYMORPHONE,True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.068422336,SULFACARBAMIDE,ncit:C152453,SULFACARBAMIDE,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.004453005,CAPSAICIN,rxcui:1992,CAPSAICIN,True,False,False,,
CYP3A5,hgnc:2638,CYP3A5,DTC,5-Jun-23,,0.043916645,CLOPIDOGREL,rxcui:32968,CLOPIDOGREL,True,False,False,,
THRB,hgnc:11799,THRB,DTC,5-Jun-23,,0.037234883,DYCLONINE HYDROCHLORIDE,rxcui:91188,DYCLONINE HYDROCHLORIDE,True,False,False,,
TSHR,hgnc:12373,TSHR,DTC,5-Jun-23,,0.106847924,SIBUTRAMINE HYDROCHLORIDE,rxcui:1294535,SIBUTRAMINE HYDROCHLORIDE,True,False,False,,
EHMT2,hgnc:14129,EHMT2,DTC,5-Jun-23,,0.017205383,ERGOCALCIFEROL,rxcui:4018,ERGOCALCIFEROL,True,False,False,,
KDM4E,hgnc:37098,KDM4E,DTC,5-Jun-23,,0.007849355,FENRETINIDE,ncit:C1098,FENRETINIDE,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.007421675,OXYMETHOLONE,rxcui:7813,OXYMETHOLONE,True,False,False,,
JUN,hgnc:6204,JUN,DTC,5-Jun-23,,0.075422064,METHIMAZOLE,rxcui:6835,METHIMAZOLE,True,False,False,,
WRN,hgnc:12791,WRN,DTC,5-Jun-23,,0.004818632,DOXORUBICIN HYDROCHLORIDE,rxcui:142433,DOXORUBICIN HYDROCHLORIDE,True,False,True,,
BAZ2B,hgnc:963,BAZ2B,DTC,5-Jun-23,,0.01724563,LIOTHYRONINE SODIUM,rxcui:142448,LIOTHYRONINE SODIUM,True,False,False,,
MPHOSPH8,hgnc:29810,MPHOSPH8,DTC,5-Jun-23,,0.012816179,DISULFIRAM,rxcui:3554,DISULFIRAM,True,False,False,,
RAD52,hgnc:9824,RAD52,DTC,5-Jun-23,,0.135586331,HYDROXYSTILBAMIDINE ISETHIONATE,ncit:C65871,HYDROXYSTILBAMIDINE ISETHIONATE,True,False,False,,
CYP2D6,hgnc:2625,CYP2D6,DTC,5-Jun-23,,0.130198794,TIMOLOL,rxcui:10600,TIMOLOL,True,False,False,,
ABCC2,hgnc:53,ABCC2,DTC,5-Jun-23,,0.487438462,CEFTRIAXONE,rxcui:2193,CEFTRIAXONE,True,False,False,,
TP53,hgnc:11998,TP53,DTC,5-Jun-23,,0.004570326,WARFARIN,rxcui:11289,WARFARIN,True,False,False,,
FYN,hgnc:4037,FYN,DTC,5-Jun-23,,0.033097673,VANDETANIB,rxcui:1098413,VANDETANIB,True,False,True,L01XE12,Antineoplastic agents
ALB,hgnc:399,ALB,DTC,5-Jun-23,,1.456297627,OLMESARTAN MEDOXOMIL,rxcui:118463,OLMESARTAN MEDOXOMIL,True,False,False,,
PLIN1,hgnc:9076,PLIN1,DTC,5-Jun-23,,0.983000898,CARBETAPENTANE CITRATE,rxcui:283547,CARBETAPENTANE CITRATE,True,False,False,,
CYP2C9,hgnc:2623,CYP2C9,DTC,5-Jun-23,,0.01977869,ETIDRONIC ACID,rxcui:1356715,ETIDRONIC ACID,True,False,True,,
CYP1A2,hgnc:2596,CYP1A2,DTC,5-Jun-23,,0.008401717,MITOMYCIN,rxcui:632,MITOMYCIN,True,False,True,,
NPSR1,hgnc:23631,NPSR1,DTC,5-Jun-23,,0.02264979,CLOTRIMAZOLE,rxcui:2623,CLOTRIMAZOLE,True,False,False,,
AR,hgnc:644,AR,DTC,5-Jun-23,,0.008552792,MOMETASONE FUROATE,rxcui:108118,MOMETASONE,True,False,False,,
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.00890601,NAPROXEN,rxcui:142442,NAPROXEN SODIUM,True,False,False,,
BAZ2B,hgnc:963,BAZ2B,DTC,5-Jun-23,,0.021557037,CEFOXITIN SODIUM,rxcui:203118,CEFOXITIN SODIUM,True,False,False,,
USP1,hgnc:12607,USP1,DTC,5-Jun-23,,0.143155471,THONZONIUM,rxcui:237058,THONZONIUM,True,False,False,,
POLK,hgnc:9183,POLK,DTC,5-Jun-23,,0.028247152,TRICETIN,rxcui:1994358,TRICETIN,True,False,False,,
OPRM1,hgnc:8156,OPRM1,DTC,5-Jun-23,,0.526607624,ALFENTANIL HYDROCHLORIDE,rxcui:203203,ALFENTANIL HYDROCHLORIDE,True,False,False,,
CYP1A2,hgnc:2596,CYP1A2,DTC,5-Jun-23,,0.033606868,MONOBENZONE,rxcui:17145,MONOBENZONE,True,False,False,,
PLK1,hgnc:9077,PLK1,DTC,5-Jun-23,,0.006553339,SIMVASTATIN,rxcui:36567,SIMVASTATIN,True,False,True,,
MAP2K2,hgnc:6842,MAP2K2,DTC,5-Jun-23,,0.026005315,VANDETANIB,rxcui:1098413,VANDETANIB,True,False,True,L01XE12,Antineoplastic agents
CYP3A4,hgnc:2637,CYP3A4,DTC,5-Jun-23,,0.019084308,IPRATROPIUM,rxcui:1546373,IPRATROPIUM CATION,True,False,False,,
EHMT2,hgnc:14129,EHMT2,DTC,5-Jun-23,,0.003441077,MESALAMINE,rxcui:52582,MESALAMINE,True,False,False,,
RECQL,hgnc:9948,RECQL,DTC,5-Jun-23,,0.002367536,DOXORUBICIN HYDROCHLORIDE,rxcui:142433,DOXORUBICIN HYDROCHLORIDE,True,False,True,,
SLC5A7,hgnc:14025,SLC5A7,DTC,5-Jun-23,,0.203379496,ONDANSETRON HYDROCHLORIDE,rxcui:203148,ONDANSETRON HYDROCHLORIDE,True,False,False,,
NFE2L2,hgnc:7782,NFE2L2,DTC,5-Jun-23,,0.007080439,LIOTHYRONINE SODIUM,rxcui:142448,LIOTHYRONINE SODIUM,True,False,False,,
PLK1,hgnc:9077,PLK1,DTC,5-Jun-23,,0.008401717,DISULFIRAM,rxcui:3554,DISULFIRAM,True,False,False,,
SMPD1,hgnc:11120,SMPD1,DTC,5-Jun-23,,2.106430496,ETIDRONIC ACID,rxcui:1356715,ETIDRONIC ACID,True,False,True,,
MAP4K2,hgnc:6864,MAP4K2,DTC,5-Jun-23,,0.046295176,PALBOCICLIB,rxcui:1601374,PALBOCICLIB,True,False,True,,
KDM4E,hgnc:37098,KDM4E,DTC,5-Jun-23,,0.051020808,COLCHICEINE,rxcui:2174385,COLCHICEINE,True,False,False,,
SNCA,hgnc:11138,SNCA,DTC,5-Jun-23,,0.012411628,DOXORUBICIN HYDROCHLORIDE,rxcui:142433,DOXORUBICIN HYDROCHLORIDE,True,False,True,,
NR1I2,hgnc:7968,NR1I2,DTC,5-Jun-23,,0.05352092,DIETHYLSTILBESTROL,rxcui:3390,DIETHYLSTILBESTROL,True,False,False,,
RGS4,hgnc:10000,RGS4,DTC,5-Jun-23,,0.020651279,LANSOPRAZOLE,rxcui:17128,LANSOPRAZOLE,True,False,False,,
