gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic,Interactor_Type,ATC_Code,ATC_Category
TUBA1A,hgnc:20766,TUBA1A,DTC,5-Jun-23,,0.088825382,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB,hgnc:20778,TUBB,DTC,5-Jun-23,,0.075229661,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Known,,Tubulin Inhibitor
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.11234296,7-ETHYL-10-HYDROXY-CAMPTOTHECIN,iuphar.ligand:6925,SN-38,FALSE,FALSE,FALSE,Known,,Topoisomerase I Inhibitor
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.234047833,SCRIPTAID,drugbank:DB17053,SCRIPTAID,FALSE,FALSE,FALSE,Known,,HDAC Inhibitor
APP,hgnc:620,APP,NCI,14-Sep-17,,0.187238266,HYDROXYCHLOROQUINE,rxcui:5521,HYDROXYCHLOROQUINE,TRUE,FALSE,FALSE,Both,,Antimalarials
GSK3B,hgnc:4617,GSK3B,PharmGKB,5-Jun-23,,0.013374162,methotrexate,rxcui:6851,METHOTREXATE,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
UNIPROT:Q9UBN7,hgnc:14064,HDAC6,TdgClinicalTrial,14-Jan,,0.351071749,ROMIDEPSIN,rxcui:877510,ROMIDEPSIN,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
AMYLOID BETA A4 PROTEIN,hgnc:620,APP,TTD,2020.06.01,,0.174755715,Myo-inositol,rxcui:5833,INOSITOL,TRUE,FALSE,FALSE,Both,,Nutraceutical
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.051064982,Imatinib,rxcui:282388,IMATINIB,TRUE,FALSE,TRUE,,,Antineoplastic agents
TUBB,hgnc:20778,TUBB,ChEMBL,32,modulator,0.040122486,LAROTAXEL,ncit:C48427,LAROTAXEL,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.020557704,CHLORHEXIDINE,rxcui:20791,CHLORHEXIDINE GLUCONATE,TRUE,FALSE,FALSE,Both,,Antiseptics and disinfectants
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.033838241,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Both,,Epothilones
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.047951263,PLOCABULIN,ncit:C95888,PLOCABULIN,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE,Both,,Antineoplastic agents
TUBB4A,hgnc:20774,TUBB4A,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,CANTUZUMAB MERTANSINE,ncit:C95782,CANTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,TUSAMITAMAB RAVTANSINE,ncit:C117229,TUSAMITAMAB RAVTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBULIN BETA,hgnc:20778,TUBB,TTD,2020.06.01,,0.100306214,Albendazole,rxcui:430,ALBENDAZOLE,TRUE,FALSE,FALSE,Known,,Anthelmintics
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE,Unknown,,Antineoplastic agents
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,modulator,0.047373537,LAROTAXEL,ncit:C48427,LAROTAXEL,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.089908619,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.008260512,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE,Unknown,,Antineoplastic agents
UNIPROT:Q9UBN7,hgnc:14064,HDAC6,TEND,1-Aug-11,,0.580031586,VORINOSTAT,rxcui:194337,VORINOSTAT,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,CANTUZUMAB MERTANSINE,ncit:C95782,CANTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
UNIPROT:P07437,hgnc:20778,TUBB,TdgClinicalTrial,14-Jan,,0.092590351,VINORELBINE,rxcui:39541,VINORELBINE,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE,Unknown,,Antineoplastic agents
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.042309938,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE,Novel,,Antineoplastic agents
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.036954921,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE,Unknown,,Antineoplastic agents
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.037400161,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE,Both,,Antineoplastic agents
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE,Both,,Antineoplastic agents
GSK3B,hgnc:4617,GSK3B,ChEMBL,32,inhibitor,1.310667864,TIDEGLUSIB,ncit:C97364,TIDEGLUSIB,FALSE,FALSE,FALSE,Known,,Glycogen Synthase Kinase 3 Inhibitor
PRKCA,hgnc:9393,PRKCA,ChEMBL,32,inhibitor,0.15359389,MIDOSTAURIN,rxcui:1919083,MIDOSTAURIN,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,modulator,0.047951263,DAVUNETIDE,ncit:C169878,DAVUNETIDE,FALSE,FALSE,FALSE,Unknown,,Peptide
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,modulator,0.047951263,DAVUNETIDE,ncit:C169878,DAVUNETIDE,FALSE,FALSE,FALSE,Novel,,Peptide
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,negative modulator,0.047951263,FOSBRETABULIN TROMETHAMINE,ncit:C83721,FOSBRETABULIN TROMETHAMINE,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,negative modulator,0.047951263,FOSBRETABULIN TROMETHAMINE,ncit:C83721,FOSBRETABULIN TROMETHAMINE,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB,hgnc:20778,TUBB,ChEMBL,32,modulator,0.040122486,SAGOPILONE,ncit:C61072,SAGOPILONE,FALSE,FALSE,FALSE,Known,,Tubulin Inhibitor
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,modulator,0.047951263,SAGOPILONE,ncit:C61072,SAGOPILONE,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.047951263,PLINABULIN,ncit:C62444,PLINABULIN,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.047373537,PLINABULIN,ncit:C62444,PLINABULIN,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.046809567,PLINABULIN,ncit:C62444,PLINABULIN,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,ENAPOTAMAB VEDOTIN,ncit:C132017,ENAPOTAMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,ENAPOTAMAB VEDOTIN,ncit:C132017,ENAPOTAMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,ENAPOTAMAB VEDOTIN,ncit:C132017,ENAPOTAMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,INDUSATUMAB VEDOTIN,ncit:C101524,INDUSATUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,LADIRATUZUMAB VEDOTIN,ncit:C112001,LADIRATUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,LADIRATUZUMAB VEDOTIN,ncit:C112001,LADIRATUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.50844874,TOFIMILAST,ncit:C76891,TOFIMILAST,FALSE,FALSE,FALSE,Unknown,,Phosphodiesterase 4 Inhibitor
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,GLEMBATUMUMAB VEDOTIN,ncit:C78449,GLEMBATUMUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,GLEMBATUMUMAB VEDOTIN,ncit:C78449,GLEMBATUMUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,LORVOTUZUMAB MERTANSINE,ncit:C38714,LORVOTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,LORVOTUZUMAB MERTANSINE,ncit:C38714,LORVOTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,BIVATUZUMAB MERTANSINE,chembl:CHEMBL2109288,BIVATUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,BIVATUZUMAB MERTANSINE,chembl:CHEMBL2109288,BIVATUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,PRALUZATAMAB RAVTANSINE,ncit:C134697,PRALUZATAMAB RAVTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.040703971,DAUNORUBICIN,rxcui:3109,DAUNORUBICIN,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,2.808573995,VALPROPYLHYDROXAMIC ACID,chembl:CHEMBL186311,VALPROPYLHYDROXAMIC ACID,FALSE,FALSE,FALSE,Known,,Histone Deacetylase Inhibitor
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.055799483,GNF-PF-1399,chembl:CHEMBL578504,CHEMBL:CHEMBL578504,FALSE,FALSE,FALSE,Both,,Natural Product
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.097649096,TRYPTANTHRIN,iuphar.ligand:8224,TRYPTANTHRIN,FALSE,FALSE,FALSE,Both,,Natural Product
TUBA1A,hgnc:20766,TUBA1A,DTC,5-Jun-23,,0.064600278,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE,Both,,Vinca alkaloids and analogues
TUBB3,hgnc:20772,TUBB3,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE,Both,,Vinca alkaloids and analogues
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.007233266,VANDETANIB,rxcui:1098413,VANDETANIB,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
TUBB2B,hgnc:30829,TUBB2B,DTC,5-Jun-23,,0.179817237,NOCODAZOLE,ncit:C75228,NOCODAZOLE,FALSE,FALSE,FALSE,Both,,Mitotic Inhibitor
TUBB,hgnc:20778,TUBB,DTC,5-Jun-23,,0.150459321,NOCODAZOLE,ncit:C75228,NOCODAZOLE,FALSE,FALSE,FALSE,Known,,Mitotic Inhibitor
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.043399598,PIRARUBICIN,rxcui:33764,PIRARUBICIN,FALSE,FALSE,FALSE,Both,,Anthracycline Antibiotic
AKT1,hgnc:391,AKT1,DTC,5-Jun-23,,0.1404287,WITHAFERIN A,chembl:CHEMBL1221986,WITHAFERIN A,FALSE,FALSE,FALSE,Known,,Natural Product
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.043399598,CARMINOMYCIN,ncit:C352,CARUBICIN,FALSE,FALSE,FALSE,Both,,Anthracycline Antibiotic
APP,hgnc:620,APP,DTC,5-Jun-23,,0.068982519,GENTIAN VIOLET,rxcui:1546369,GENTIAN VIOLET CATION,TRUE,FALSE,FALSE,Both,,Antiseptics and disinfectants
PRKCA,hgnc:9393,PRKCA,MyCancerGenome,20-Jun-17,inhibitor,0.15359389,MIDOSTAURIN,rxcui:1919083,MIDOSTAURIN,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
HTT,hgnc:4851,HTT,NCI,14-Sep-17,,0.260397589,BRAIN-DERIVED NEUROTROPHIC FACTOR,rxcui:47324,BRAIN-DERIVED NEUROTROPHIC FACTOR,FALSE,FALSE,FALSE,Both,,Neurotrophic Factor
CTNNB1,hgnc:2514,CTNNB1,PharmGKB,5-Jun-23,,0.096609425,thalidomide,rxcui:10432,THALIDOMIDE,TRUE,TRUE,TRUE,,,Immunosuppressants
AKT1,hgnc:391,AKT1,TALC,12-May-16,inhibitor,0.505543319,PERIFOSINE,ncit:C1727,PERIFOSINE,FALSE,FALSE,TRUE,Known,,Phosphoinositide 3-Kinase Inhibitor
HDAC6,hgnc:14064,HDAC6,TALC,12-May-16,inhibitor,0.2808574,GIVINOSTAT,ncit:C71716,GIVINOSTAT,FALSE,FALSE,TRUE,Known,,Histone Deacetylase Inhibitor
UNIPROT:P68366,hgnc:12407,TUBA4A,TdgClinicalTrial,14-Jan,,0.071926895,CABAZITAXEL,rxcui:996051,CABAZITAXEL,TRUE,FALSE,TRUE,Unknown,,Antineoplastic agents
RAC-ALPHA SERINE/THREONINE-PROTEIN KINASE,hgnc:391,AKT1,TTD,2020.06.01,,0.093619133,BMS-754807,drugbank:DB15399,BMS-754807,FALSE,FALSE,TRUE,Known,,IGF-1R Inhibitor
TUBULIN BETA,hgnc:20778,TUBB,TTD,2020.06.01,,0.300918642,BAL-101553,ncit:C97664,LISAVANBULIN,FALSE,FALSE,FALSE,Known,,TubulinTubulin Inhibitor Inhibitor
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.037234883,Sorafenib,rxcui:495881,SORAFENIB,TRUE,FALSE,TRUE,,,Antineoplastic agents
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,modulator,0.047373537,DAVUNETIDE,ncit:C169878,DAVUNETIDE,FALSE,FALSE,FALSE,Novel,,Peptide
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,BIVATUZUMAB MERTANSINE,chembl:CHEMBL2109288,BIVATUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.04180018,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE,Both,,Antineoplastic agents
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,INDUSATUMAB VEDOTIN,ncit:C101524,INDUSATUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE,Novel,,Vinca alkaloids and analogues
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,GLEMBATUMUMAB VEDOTIN,ncit:C78449,GLEMBATUMUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.179817237,NOCODAZOLE,ncit:C75228,NOCODAZOLE,FALSE,FALSE,FALSE,Unknown,,Mitotic Inhibitor
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,GLEMBATUMUMAB VEDOTIN,ncit:C78449,GLEMBATUMUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
PROTEIN KINASE C ALPHA,hgnc:9393,PRKCA,TTD,2020.06.01,,0.491500449,Sotrastaurin acetate,ncit:C80631,SOTRASTAURIN ACETATE,FALSE,FALSE,TRUE,Novel,,Protein Kinase C Inhibitor
TUBA3C,hgnc:12408,TUBA3C,DTC,5-Jun-23,,0.179817237,NOCODAZOLE,ncit:C75228,NOCODAZOLE,FALSE,FALSE,FALSE,Unknown,,Mitotic Inhibitor
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.047951263,PLINABULIN,ncit:C62444,PLINABULIN,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,PRALUZATAMAB RAVTANSINE,ncit:C134697,PRALUZATAMAB RAVTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBULIN BETA,hgnc:20778,TUBB,TTD,2020.06.01,,0.601837285,Simotaxel,ncit:C116871,SIMOTAXEL,FALSE,FALSE,FALSE,Known,,Tubulin Inhibitor
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,modulator,0.047373537,PACLITAXEL POLIGLUMEX,rxcui:2473230,PACLITAXEL POLIGLUMEX,FALSE,FALSE,FALSE,Both,,Antineoplastic Agent
RAC-ALPHA SERINE/THREONINE-PROTEIN KINASE,hgnc:391,AKT1,TTD,2020.06.01,,0.105321525,Enzastaurin,ncit:C77392,ENZASTAURIN,FALSE,FALSE,TRUE,Known,,Protein Kinase C Inhibitor
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE,Novel,,Antineoplastic agents
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.041302559,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE,Unknown,,Antineoplastic agents
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.035402193,TRASTUZUMAB EMTANSINE,rxcui:1371041,ADO-TRASTUZUMAB EMTANSINE,TRUE,TRUE,TRUE,Known,,Antineoplastic agents
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE,Novel,,Antineoplastic agents
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.037856261,VINCRISTINE SULFATE,rxcui:11203,VINCRISTINE SULFATE,TRUE,FALSE,FALSE,Unknown,,Antineoplastic agents
GSK3B,hgnc:4617,GSK3B,ChEMBL,32,inhibitor,0.436889288,LITHIUM CITRATE,rxcui:52105,LITHIUM CITRATE,TRUE,FALSE,FALSE,Known,,Antipsychotics
HDAC6,hgnc:14064,HDAC6,ChEMBL,32,inhibitor,0.501531071,BELINOSTAT,rxcui:1543543,BELINOSTAT,TRUE,FALSE,TRUE,Known,,Other antineoplastic agents
TUBB,hgnc:20778,TUBB,ChEMBL,32,modulator,0.040122486,PACLITAXEL POLIGLUMEX,rxcui:2473230,PACLITAXEL POLIGLUMEX,FALSE,FALSE,FALSE,Known,,Antineoplastic Agent
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,modulator,0.046809567,PACLITAXEL POLIGLUMEX,rxcui:2473230,PACLITAXEL POLIGLUMEX,FALSE,FALSE,FALSE,Unknown,,Antineoplastic Agent
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,modulator,0.047373537,DAVUNETIDE,ncit:C169878,DAVUNETIDE,FALSE,FALSE,FALSE,Both,,Peptide
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,modulator,0.047951263,DAVUNETIDE,ncit:C169878,DAVUNETIDE,FALSE,FALSE,FALSE,Both,,Peptide
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,modulator,0.047951263,DAVUNETIDE,ncit:C169878,DAVUNETIDE,FALSE,FALSE,FALSE,Both,,Peptide
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,negative modulator,0.047951263,FOSBRETABULIN TROMETHAMINE,ncit:C83721,FOSBRETABULIN TROMETHAMINE,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,modulator,0.047951263,SAGOPILONE,ncit:C61072,SAGOPILONE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,INDUSATUMAB VEDOTIN,ncit:C101524,INDUSATUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,INDUSATUMAB VEDOTIN,ncit:C101524,INDUSATUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,INDUSATUMAB VEDOTIN,ncit:C101524,INDUSATUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,ENAPOTAMAB VEDOTIN,ncit:C132017,ENAPOTAMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,INDUSATUMAB VEDOTIN,ncit:C101524,INDUSATUMAB VEDOTIN,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,GLEMBATUMUMAB VEDOTIN,ncit:C78449,GLEMBATUMUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,LORVOTUZUMAB MERTANSINE,ncit:C38714,LORVOTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,LORVOTUZUMAB MERTANSINE,ncit:C38714,LORVOTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,BIVATUZUMAB MERTANSINE,chembl:CHEMBL2109288,BIVATUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,BIVATUZUMAB MERTANSINE,chembl:CHEMBL2109288,BIVATUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,BIVATUZUMAB MERTANSINE,chembl:CHEMBL2109288,BIVATUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,PRALUZATAMAB RAVTANSINE,ncit:C134697,PRALUZATAMAB RAVTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
HDAC6,hgnc:14064,HDAC6,DTC,5-Jun-23,,0.413025588,ENTINOSTAT,ncit:C1863,ENTINOSTAT,FALSE,FALSE,TRUE,Known,,Histone Deacetylase Inhibitor
AKT1,hgnc:391,AKT1,DTC,5-Jun-23,,0.120367457,NINTEDANIB,rxcui:1592736,NINTEDANIB ESYLATE,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
PRKCA,hgnc:9393,PRKCA,DTC,5-Jun-23,,0.614375561,BRYOSTATIN,chembl:CHEMBL449158,BRYOSTATIN,FALSE,FALSE,TRUE,Novel,,Protein Kinase C Modulator
TUBA1C,hgnc:20768,TUBA1C,DTC,5-Jun-23,,0.065388086,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE,Novel,,Vinca alkaloids and analogues
TUBB4B,hgnc:20771,TUBB4B,DTC,5-Jun-23,,0.064600278,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE,Novel,,Vinca alkaloids and analogues
TUBB2A,hgnc:12412,TUBB2A,DTC,5-Jun-23,,0.085108303,VINBLASTINE,rxcui:11198,VINBLASTINE,TRUE,FALSE,TRUE,Unknown,,Vinca alkaloids and analogues
