term,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0070841,inclusion body assembly,2/108,24/18866,0.008254372,0.048176139,0.034845198,HDAC6/HSF1,2
GO:0036294,cellular response to decreased oxygen levels,5/108,218/18866,0.008386467,0.048845972,0.035329679,AKT1/EEF2K/HIF1A/HIGD1A/VHL,5
GO:0009952,anterior/posterior pattern specification,5/108,219/18866,0.008544203,0.049662076,0.035919957,AURKA/CTNNB1/CTNNBIP1/HIPK1/PSEN1,5
GO:0001889,liver development,4/108,141/18866,0.008798708,0.051036126,0.03691379,ANXA1/AURKA/CCDC39/CCDC40,4
GO:0002064,epithelial cell development,5/108,221/18866,0.008865828,0.051319853,0.037119006,AR/CTNNB1/GSK3B/HIF1A/PAFAH1B1,5
GO:0000423,mitophagy,2/108,25/18866,0.008938855,0.051530943,0.037271685,HDAC6/SQSTM1,2
GO:0021895,cerebral cortex neuron differentiation,2/108,25/18866,0.008938855,0.051530943,0.037271685,PAFAH1B1/PSEN1,2
GO:0007292,female gamete generation,4/108,142/18866,0.009014657,0.051737491,0.037421079,AURKA/CTNNB1/HSF1/PRKAR1A,4
GO:0046425,regulation of receptor signaling pathway via JAK-STAT,4/108,142/18866,0.009014657,0.051737491,0.037421079,CLCF1/HGS/HSF1/VHL,4
GO:0017157,regulation of exocytosis,5/108,222/18866,0.009029743,0.051737491,0.037421079,ANXA1/CLASP1/GSK3B/HAP1/HGS,5
GO:0045685,regulation of glial cell differentiation,3/108,75/18866,0.009139625,0.052155068,0.037723107,CDK1/CLCF1/CTNNB1,3
GO:1900006,positive regulation of dendrite development,3/108,75/18866,0.009139625,0.052155068,0.037723107,EEF2K/PAFAH1B1/PSEN1,3
GO:0043624,cellular protein complex disassembly,5/108,224/18866,0.009363843,0.053326611,0.038570469,AVIL/CKAP5/CLASP1/HDAC6/HSPA8,5
GO:0061008,hepaticobiliary system development,4/108,144/18866,0.009456884,0.053747896,0.03887518,ANXA1/AURKA/CCDC39/CCDC40,4
GO:0006278,RNA-dependent DNA biosynthetic process,3/108,76/18866,0.009476212,0.053749382,0.038876254,HSP90AB1/CTNNB1/HSP90AA1,3
GO:0045665,negative regulation of neuron differentiation,5/108,225/18866,0.009534052,0.053968861,0.039035001,APP/CDK5RAP2/GSK3B/PAFAH1B1/PSEN1,5
GO:0051654,establishment of mitochondrion localization,2/108,26/18866,0.009647846,0.054503562,0.039421743,HAP1/HIF1A,2
GO:0032869,cellular response to insulin stimulus,5/108,226/18866,0.009706385,0.054724598,0.039581616,AKT1/EEF2K/GSK3B/HDAC5/YWHAG,5
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,3/108,77/18866,0.009819965,0.055254452,0.039964852,HIF1A/HIGD1A/VHL,3
GO:0034620,cellular response to unfolded protein,4/108,146/18866,0.009913019,0.055446033,0.040103421,HSF1/HSP90B1/HSPA1L/HSPA8,4
GO:0042542,response to hydrogen peroxide,4/108,146/18866,0.009913019,0.055446033,0.040103421,ANXA1/CDK1/HDAC6/HSF1,4
GO:0048813,dendrite morphogenesis,4/108,146/18866,0.009913019,0.055446033,0.040103421,EEF2K/GSK3B/HDAC6/PAFAH1B1,4
GO:0007043,cell-cell junction assembly,4/108,147/18866,0.010146353,0.056415324,0.040804497,CDHR3/CTNNB1/HIPK1/PRKACA,4
GO:0044409,entry into host,4/108,147/18866,0.010146353,0.056415324,0.040804497,CDHR3/CDK1/CTNNB1/HAVCR1,4
GO:0055123,digestive system development,4/108,147/18866,0.010146353,0.056415324,0.040804497,CCDC39/CCDC40/CTNNB1/HIF1A,4
GO:0060998,regulation of dendritic spine development,3/108,78/18866,0.010170911,0.056440549,0.040822742,EEF2K/PAFAH1B1/PSEN1,3
GO:0007026,negative regulation of microtubule depolymerization,2/108,27/18866,0.010381048,0.056823639,0.041099826,CLASP1/HDAC6,2
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,2/108,27/18866,0.010381048,0.056823639,0.041099826,APP/CDK1,2
GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT,2/108,27/18866,0.010381048,0.056823639,0.041099826,HGS/VHL,2
GO:0048143,astrocyte activation,2/108,27/18866,0.010381048,0.056823639,0.041099826,APP/PSEN1,2
GO:0048668,collateral sprouting,2/108,27/18866,0.010381048,0.056823639,0.041099826,APP/HDAC6,2
GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,2/108,27/18866,0.010381048,0.056823639,0.041099826,AKT1/HIF1A,2
GO:1903203,regulation of oxidative stress-induced neuron death,2/108,27/18866,0.010381048,0.056823639,0.041099826,CTNNB1/HIF1A,2
GO:0097191,extrinsic apoptotic signaling pathway,5/108,230/18866,0.010417196,0.056911,0.041163013,AKT1/AR/GSK3B/HIPK1/HTT,5
GO:0006809,nitric oxide biosynthetic process,3/108,79/18866,0.010529081,0.057189746,0.041364627,HSP90AB1/AKT1/HSP90AA1,3
GO:0007032,endosome organization,3/108,79/18866,0.010529081,0.057189746,0.041364627,ANXA8/HGS/SQSTM1,3
GO:0043536,positive regulation of blood vessel endothelial cell migration,3/108,79/18866,0.010529081,0.057189746,0.041364627,AKT1/ANXA1/HIF1A,3
GO:0014074,response to purine-containing compound,4/108,149/18866,0.010623654,0.057481921,0.041575953,AKAP9/APP/EEF2K/HSP90B1,4
GO:0043524,negative regulation of neuron apoptotic process,4/108,149/18866,0.010623654,0.057481921,0.041575953,HSP90AB1/CLCF1/HIF1A/PSEN1,4
GO:0006470,protein dephosphorylation,6/108,323/18866,0.010707432,0.057824234,0.041823544,HSP90AB1/GSK3B/HSP90B1/HTT/YWHAB/YWHAE,6
GO:0006606,protein import into nucleus,4/108,150/18866,0.01086766,0.058387059,0.042230628,HSP90AB1/AKT1/CDK1/PSEN1,4
GO:0060041,retina development in camera-type eye,4/108,150/18866,0.01086766,0.058387059,0.042230628,HIF1A/HIPK1/PRPH2/PSEN1,4
GO:0006110,regulation of glycolytic process,3/108,80/18866,0.010894499,0.058387059,0.042230628,APP/HIF1A/PSEN1,3
GO:0031397,negative regulation of protein ubiquitination,3/108,80/18866,0.010894499,0.058387059,0.042230628,AKT1/PSEN1/SQSTM1,3
GO:1904892,regulation of receptor signaling pathway via STAT,4/108,151/18866,0.011115263,0.059227555,0.042838548,CLCF1/HGS/HSF1/VHL,4
GO:0032800,receptor biosynthetic process,2/108,28/18866,0.011138166,0.059227555,0.042838548,HDAC6/HIF1A,2
GO:0051647,nucleus localization,2/108,28/18866,0.011138166,0.059227555,0.042838548,CEP120/PAFAH1B1,2
GO:0071280,cellular response to copper ion,2/108,28/18866,0.011138166,0.059227555,0.042838548,APP/HSF1,2
GO:0010833,telomere maintenance via telomere lengthening,3/108,81/18866,0.011267193,0.059227555,0.042838548,HSP90AB1/CTNNB1/HSP90AA1,3
GO:0021766,hippocampus development,3/108,81/18866,0.011267193,0.059227555,0.042838548,GSK3B/PAFAH1B1/YWHAE,3
GO:0043242,negative regulation of protein-containing complex disassembly,3/108,81/18866,0.011267193,0.059227555,0.042838548,AVIL/CLASP1/HDAC6,3
GO:0051279,regulation of release of sequestered calcium ion into cytosol,3/108,81/18866,0.011267193,0.059227555,0.042838548,HAP1/HTT/PRKACA,3
GO:0071158,positive regulation of cell cycle arrest,3/108,81/18866,0.011267193,0.059227555,0.042838548,AURKA/CDK1/PRKACA,3
GO:0006816,calcium ion transport,7/108,426/18866,0.011290876,0.059227555,0.042838548,CDH23/CTNNB1/HAP1/HTT/PRKACA/PSEN1/YWHAE,7
GO:0000302,response to reactive oxygen species,5/108,235/18866,0.011354958,0.059227555,0.042838548,AKT1/ANXA1/CDK1/HDAC6/HSF1,5
GO:0071453,cellular response to oxygen levels,5/108,235/18866,0.011354958,0.059227555,0.042838548,AKT1/EEF2K/HIF1A/HIGD1A/VHL,5
GO:0071695,anatomical structure maturation,5/108,235/18866,0.011354958,0.059227555,0.042838548,APP/AURKA/CTNNB1/HIF1A/PRKACA,5
GO:0001837,epithelial to mesenchymal transition,4/108,152/18866,0.01136648,0.059227555,0.042838548,CLASP1/CTNNB1/GSK3B/HIF1A,4
GO:1903169,regulation of calcium ion transmembrane transport,4/108,152/18866,0.01136648,0.059227555,0.042838548,HAP1/HTT/PRKACA/YWHAE,4
GO:0000280,nuclear division,7/108,428/18866,0.011562902,0.060139888,0.043498427,AURKA/CDK1/CDK5RAP2/CLASP1/HSF1/PRKAR1A/TUBG1,7
GO:0021954,central nervous system neuron development,3/108,82/18866,0.011647185,0.060466696,0.043734803,HSP90AB1/HSP90AA1/PAFAH1B1,3
GO:0046777,protein autophosphorylation,5/108,237/18866,0.011745693,0.060866006,0.044023619,AKT1/AURKA/EEF2K/GSK3B/PRKACA,5
GO:0001655,urogenital system development,6/108,330/18866,0.011807942,0.06107631,0.044175729,ANXA1/AR/CEP290/CTNNB1/CTNNBIP1/HSPB11,6
GO:0003351,epithelial cilium movement involved in extracellular fluid movement,2/108,29/18866,0.011918908,0.061424865,0.044427835,CCDC39/CCDC40,2
GO:0060441,epithelial tube branching involved in lung morphogenesis,2/108,29/18866,0.011918908,0.061424865,0.044427835,CTNNB1/HHIP,2
GO:0048708,astrocyte differentiation,3/108,83/18866,0.012034501,0.061794641,0.044695289,APP/CLCF1/PSEN1,3
GO:2000243,positive regulation of reproductive process,3/108,83/18866,0.012034501,0.061794641,0.044695289,AR/AURKA/CTNNB1,3
GO:0048754,branching morphogenesis of an epithelial tube,4/108,155/18866,0.012142009,0.062120371,0.044930885,AR/CTNNB1/CTNNBIP1/HHIP,4
GO:0050773,regulation of dendrite development,4/108,155/18866,0.012142009,0.062120371,0.044930885,EEF2K/GSK3B/PAFAH1B1/PSEN1,4
GO:0034329,cell junction assembly,7/108,434/18866,0.012407556,0.062904497,0.045498034,APP/CDHR3/CLASP1/CTNNB1/EEF2K/HIPK1/PRKACA,7
GO:0001890,placenta development,4/108,156/18866,0.012407872,0.062904497,0.045498034,HSP90AB1/AKT1/HIF1A/HSF1,4
GO:0030902,hindbrain development,4/108,156/18866,0.012407872,0.062904497,0.045498034,CEP290/CTNNB1/HAP1/PSEN1,4
GO:0048592,eye morphogenesis,4/108,156/18866,0.012407872,0.062904497,0.045498034,CEP290/CTNNB1/HIF1A/HIPK1,4
GO:0046209,nitric oxide metabolic process,3/108,84/18866,0.012429161,0.062904497,0.045498034,HSP90AB1/AKT1/HSP90AA1,3
GO:0097061,dendritic spine organization,3/108,84/18866,0.012429161,0.062904497,0.045498034,EEF2K/HDAC6/PAFAH1B1,3
GO:0005979,regulation of glycogen biosynthetic process,2/108,30/18866,0.012722983,0.063705307,0.04607725,AKT1/GSK3B,2
GO:0007176,regulation of epidermal growth factor-activated receptor activity,2/108,30/18866,0.012722983,0.063705307,0.04607725,APP/PSEN1,2
GO:0010962,regulation of glucan biosynthetic process,2/108,30/18866,0.012722983,0.063705307,0.04607725,AKT1/GSK3B,2
GO:0036475,neuron death in response to oxidative stress,2/108,30/18866,0.012722983,0.063705307,0.04607725,CTNNB1/HIF1A,2
GO:0043457,regulation of cellular respiration,2/108,30/18866,0.012722983,0.063705307,0.04607725,CDK1/HIF1A,2
GO:1902751,positive regulation of cell cycle G2/M phase transition,2/108,30/18866,0.012722983,0.063705307,0.04607725,APP/CDK1,2
GO:0033002,muscle cell proliferation,5/108,244/18866,0.013185318,0.065903212,0.047666968,AKT1/CDK1/CTNNB1/CTNNBIP1/PRKAR1A,5
GO:0001776,leukocyte homeostasis,3/108,86/18866,0.013240598,0.065945665,0.047697673,AKT1/ANXA1/HIF1A,3
GO:0008589,regulation of smoothened signaling pathway,3/108,86/18866,0.013240598,0.065945665,0.047697673,HHIP/PRKACA/PRKACB,3
GO:0016050,vesicle organization,6/108,340/18866,0.013515584,0.066896219,0.048385197,ANXA1/ANXA8/CSNK1D/HGS/PAFAH1B1/SQSTM1,6
GO:0021799,cerebral cortex radially oriented cell migration,2/108,31/18866,0.013550103,0.066896219,0.048385197,CTNNB1/PAFAH1B1,2
GO:0031114,regulation of microtubule depolymerization,2/108,31/18866,0.013550103,0.066896219,0.048385197,CLASP1/HDAC6,2
GO:0032770,positive regulation of monooxygenase activity,2/108,31/18866,0.013550103,0.066896219,0.048385197,AKT1/HIF1A,2
GO:0045737,positive regulation of cyclin-dependent protein serine/threonine kinase activity,2/108,31/18866,0.013550103,0.066896219,0.048385197,AKT1/CKS1B,2
GO:0060291,long-term synaptic potentiation,3/108,87/18866,0.013657414,0.067190664,0.048598165,APP/GSK3B/SQSTM1,3
GO:2001057,reactive nitrogen species metabolic process,3/108,87/18866,0.013657414,0.067190664,0.048598165,HSP90AB1/AKT1/HSP90AA1,3
GO:0042391,regulation of membrane potential,7/108,443/18866,0.013757039,0.067562879,0.048867384,AKAP9/AKT1/APP/CLCN1/GSK3B/PSEN1/YWHAE,7
GO:0034767,positive regulation of ion transmembrane transport,4/108,161/18866,0.013793124,0.06762229,0.048910355,AKAP9/HAP1/HTT/PSEN1,4
GO:0010721,negative regulation of cell development,6/108,343/18866,0.014059962,0.068323884,0.049417809,APP/CDK5RAP2/CTNNB1/GSK3B/PAFAH1B1/PSEN1,6
GO:0007338,single fertilization,4/108,162/18866,0.014081481,0.068323884,0.049417809,AR/CDK1/HSPA1L/TUBGCP3,4
GO:2001236,regulation of extrinsic apoptotic signaling pathway,4/108,162/18866,0.014081481,0.068323884,0.049417809,AKT1/AR/GSK3B/HTT,4
GO:0009798,axis specification,3/108,88/18866,0.014081652,0.068323884,0.049417809,AURKA/CTNNB1/HSPB11,3
GO:0046889,positive regulation of lipid biosynthetic process,3/108,88/18866,0.014081652,0.068323884,0.049417809,AKT1/ANXA1/CCDC3,3
GO:1901879,regulation of protein depolymerization,3/108,88/18866,0.014081652,0.068323884,0.049417809,AVIL/CLASP1/HDAC6,3
GO:0021915,neural tube development,4/108,163/18866,0.014373644,0.06927228,0.050103772,HIF1A/PRKACA/PRKACB/PSEN1,4
GO:0006858,extracellular transport,2/108,32/18866,0.014399984,0.06927228,0.050103772,CCDC39/CCDC40,2
GO:0051085,chaperone cofactor-dependent protein refolding,2/108,32/18866,0.014399984,0.06927228,0.050103772,HSPA1L/HSPA8,2
GO:0071353,cellular response to interleukin-4,2/108,32/18866,0.014399984,0.06927228,0.050103772,HSP90AB1/TUBA1B,2
GO:1903959,regulation of anion transmembrane transport,2/108,32/18866,0.014399984,0.06927228,0.050103772,AKT1/PSEN1,2
GO:0071902,positive regulation of protein serine/threonine kinase activity,6/108,345/18866,0.014431296,0.069304641,0.050127178,HSP90AB1/AKT1/CDK1/CKS1B/HIGD1A/PSEN1,6
GO:0001892,embryonic placenta development,3/108,89/18866,0.014513328,0.069580056,0.050326382,AKT1/HIF1A/HSF1,3
GO:0007259,receptor signaling pathway via JAK-STAT,4/108,164/18866,0.014669631,0.070091,0.050695942,CLCF1/HGS/HSF1/VHL,4
GO:0043535,regulation of blood vessel endothelial cell migration,4/108,164/18866,0.014669631,0.070091,0.050695942,AKT1/ANXA1/HDAC5/HIF1A,4
GO:0043470,regulation of carbohydrate catabolic process,3/108,90/18866,0.014952459,0.071321458,0.051585917,APP/HIF1A/PSEN1,3
GO:0050817,coagulation,6/108,349/18866,0.015194431,0.071994543,0.052072751,ANXA8/PRKACA/PRKACB/PRKACG/PRKAR1A/PSEN1,6
GO:1904062,regulation of cation transmembrane transport,6/108,349/18866,0.015194431,0.071994543,0.052072751,AKAP9/APP/HAP1/HTT/PRKACA/YWHAE,6
GO:0051924,regulation of calcium ion transport,5/108,253/18866,0.015205823,0.071994543,0.052072751,CTNNB1/HAP1/HTT/PRKACA/YWHAE,5
GO:0010464,regulation of mesenchymal cell proliferation,2/108,33/18866,0.015272344,0.071994543,0.052072751,CTNNB1/CTNNBIP1,2
GO:0050685,positive regulation of mRNA processing,2/108,33/18866,0.015272344,0.071994543,0.052072751,HSF1/HSPA8,2
GO:1902003,regulation of amyloid-beta formation,2/108,33/18866,0.015272344,0.071994543,0.052072751,APP/HAP1,2
GO:1904893,negative regulation of receptor signaling pathway via STAT,2/108,33/18866,0.015272344,0.071994543,0.052072751,HGS/VHL,2
GO:0062012,regulation of small molecule metabolic process,7/108,456/18866,0.015888373,0.074773494,0.054082731,AKT1/ANXA1/APOC1/APP/GSK3B/HIF1A/PSEN1,7
GO:0032148,activation of protein kinase B activity,2/108,34/18866,0.016166901,0.075705138,0.054756578,AKT1/CCDC88A,2
GO:0048854,brain morphogenesis,2/108,34/18866,0.016166901,0.075705138,0.054756578,PAFAH1B1/PSEN1,2
GO:1902692,regulation of neuroblast proliferation,2/108,34/18866,0.016166901,0.075705138,0.054756578,CTNNB1/HIF1A,2
GO:0052126,movement in host environment,4/108,169/18866,0.016207449,0.075769152,0.054802878,CDHR3/CDK1/CTNNB1/HAVCR1,4
GO:0045185,maintenance of protein location,3/108,93/18866,0.016314716,0.076144346,0.055074251,AKT1/CCDC88A/YWHAB,3
GO:0003007,heart morphogenesis,5/108,258/18866,0.016413393,0.076478273,0.055315776,CCDC39/CCDC40/CTNNB1/HIF1A/PSEN1,5
GO:0051591,response to cAMP,3/108,94/18866,0.016783798,0.078041219,0.056446236,AKAP9/APP/EEF2K,3
GO:0051480,regulation of cytosolic calcium ion concentration,6/108,357/18866,0.016804193,0.078041219,0.056446236,CCL1/CDH23/HAP1/HTT/PRKACA/YWHAE,6
GO:0051170,import into nucleus,4/108,171/18866,0.016849865,0.078124621,0.056506559,HSP90AB1/AKT1/CDK1/PSEN1,4
GO:0007611,learning or memory,5/108,260/18866,0.01691382,0.078292379,0.056627896,APP/HIF1A/HTT/PAFAH1B1/PSEN1,5
GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,2/108,35/18866,0.017083378,0.078689611,0.056915209,HGS/HIF1A,2
GO:0045922,negative regulation of fatty acid metabolic process,2/108,35/18866,0.017083378,0.078689611,0.056915209,AKT1/APOC1,2
GO:0070670,response to interleukin-4,2/108,35/18866,0.017083378,0.078689611,0.056915209,HSP90AB1/TUBA1B,2
GO:0050806,positive regulation of synaptic transmission,4/108,172/18866,0.017176978,0.078860714,0.057038966,APP/GSK3B/HAP1/SQSTM1,4
GO:0001666,response to hypoxia,6/108,359/18866,0.017224361,0.078860714,0.057038966,AKT1/HIF1A/HIGD1A/HSF1/HSP90B1/VHL,6
GO:0010948,negative regulation of cell cycle process,6/108,359/18866,0.017224361,0.078860714,0.057038966,HSP90AB1/AURKA/CDK1/CDK2AP2/CDK5RAP2/PRKAR1A,6
GO:0006903,vesicle targeting,3/108,95/18866,0.017260397,0.078860714,0.057038966,CLASP1/CSNK1D/PSEN1,3
GO:0048814,regulation of dendrite morphogenesis,3/108,95/18866,0.017260397,0.078860714,0.057038966,EEF2K/GSK3B/PAFAH1B1,3
GO:0099173,postsynapse organization,4/108,173/18866,0.017508045,0.07986275,0.057763726,EEF2K/HDAC6/HSPA8/PAFAH1B1,4
GO:0097696,receptor signaling pathway via STAT,4/108,174/18866,0.01784308,0.081259521,0.058773993,CLCF1/HGS/HSF1/VHL,4
GO:0010092,specification of animal organ identity,2/108,36/18866,0.018021499,0.081545115,0.05898056,AR/CTNNB1,2
GO:0070873,regulation of glycogen metabolic process,2/108,36/18866,0.018021499,0.081545115,0.05898056,AKT1/GSK3B,2
GO:0071634,regulation of transforming growth factor beta production,2/108,36/18866,0.018021499,0.081545115,0.05898056,HSP90AB1/HIF1A,2
GO:1905332,positive regulation of morphogenesis of an epithelium,2/108,36/18866,0.018021499,0.081545115,0.05898056,AR/CTNNB1,2
GO:0010921,regulation of phosphatase activity,4/108,175/18866,0.018182097,0.082139953,0.059410798,HSP90AB1/GSK3B/HSP90B1/HTT,4
GO:1902476,chloride transmembrane transport,3/108,97/18866,0.018236182,0.082252477,0.059492185,ANO2/ANO3/CLCN1,3
GO:0010631,epithelial cell migration,6/108,365/18866,0.0185283,0.083303475,0.060252359,AKT1/ANXA1/CLASP1/HDAC5/HDAC6/HIF1A,6
GO:0051052,regulation of DNA metabolic process,6/108,365/18866,0.0185283,0.083303475,0.060252359,HSP90AB1/AKT1/CLCF1/CTNNB1/HSF1/HSP90AA1,6
GO:0070838,divalent metal ion transport,7/108,471/18866,0.018628778,0.083621857,0.060482641,CDH23/CTNNB1/HAP1/HTT/PRKACA/PSEN1/YWHAE,7
GO:0014020,primary neural tube formation,3/108,98/18866,0.018735384,0.08364236,0.06049747,HIF1A/PRKACA/PRKACB,3
GO:0045833,negative regulation of lipid metabolic process,3/108,98/18866,0.018735384,0.08364236,0.06049747,AKT1/APOC1/CCDC3,3
GO:0048010,vascular endothelial growth factor receptor signaling pathway,3/108,98/18866,0.018735384,0.08364236,0.06049747,HGS/HIF1A/HSP90AA1,3
GO:0010038,response to metal ion,6/108,366/18866,0.01875203,0.08364236,0.06049747,AKT1/APP/CDK1/EEF2K/HIF1A/HSF1,6
GO:0007099,centriole replication,2/108,37/18866,0.018980993,0.084396559,0.061042973,CDK5RAP2/CEP120,2
GO:0051084,'de novo' posttranslational protein folding,2/108,37/18866,0.018980993,0.084396559,0.061042973,HSPA1L/HSPA8,2
GO:0051346,negative regulation of hydrolase activity,7/108,473/18866,0.019017806,0.084427079,0.061065048,AKT1/ANXA1/ANXA8/APOC1/APP/GSK3B/YWHAE,7
GO:0090132,epithelium migration,6/108,368/18866,0.019205039,0.085070775,0.061530625,AKT1/ANXA1/CLASP1/HDAC5/HDAC6/HIF1A,6
GO:0060401,cytosolic calcium ion transport,4/108,178/18866,0.019223158,0.085070775,0.061530625,HAP1/HTT/PRKACA/YWHAE,4
GO:0051091,positive regulation of DNA-binding transcription factor activity,5/108,270/18866,0.019568401,0.086462887,0.062537523,AKT1/APP/AR/CTNNB1/HDAC5,5
GO:0048285,organelle fission,7/108,476/18866,0.019612028,0.086520041,0.062578861,AURKA/CDK1/CDK5RAP2/CLASP1/HSF1/PRKAR1A/TUBG1,7
GO:0003156,regulation of animal organ formation,2/108,38/18866,0.019961587,0.087242967,0.063101744,AR/CTNNB1,2
GO:0032885,regulation of polysaccharide biosynthetic process,2/108,38/18866,0.019961587,0.087242967,0.063101744,AKT1/GSK3B,2
GO:0048009,insulin-like growth factor receptor signaling pathway,2/108,38/18866,0.019961587,0.087242967,0.063101744,AKT1/AR,2
GO:0060306,regulation of membrane repolarization,2/108,38/18866,0.019961587,0.087242967,0.063101744,AKAP9/YWHAE,2
GO:0071276,cellular response to cadmium ion,2/108,38/18866,0.019961587,0.087242967,0.063101744,AKT1/HSF1,2
GO:0071604,transforming growth factor beta production,2/108,38/18866,0.019961587,0.087242967,0.063101744,HSP90AB1/HIF1A,2
GO:0072511,divalent inorganic cation transport,7/108,478/18866,0.020015353,0.08734254,0.063173764,CDH23/CTNNB1/HAP1/HTT/PRKACA/PSEN1/YWHAE,7
GO:0001708,cell fate specification,3/108,101/18866,0.020278307,0.087906445,0.06358163,AR/CTNNB1/PSEN1,3
GO:0010522,regulation of calcium ion transport into cytosol,3/108,101/18866,0.020278307,0.087906445,0.06358163,HAP1/HTT/PRKACA,3
GO:0019217,regulation of fatty acid metabolic process,3/108,101/18866,0.020278307,0.087906445,0.06358163,AKT1/ANXA1/APOC1,3
GO:0060191,regulation of lipase activity,3/108,101/18866,0.020278307,0.087906445,0.06358163,ANXA1/ANXA8/APOC1,3
GO:0008361,regulation of cell size,4/108,181/18866,0.020300495,0.087906445,0.06358163,HSP90AB1/AKT1/GSK3B/PAFAH1B1,4
GO:0090130,tissue migration,6/108,374/18866,0.020608946,0.089064882,0.064419513,AKT1/ANXA1/CLASP1/HDAC5/HDAC6/HIF1A,6
GO:0001667,ameboidal-type cell migration,7/108,481/18866,0.020631205,0.089064882,0.064419513,AKT1/ANXA1/CLASP1/HDAC5/HDAC6/HIF1A/PAFAH1B1,7
GO:1903076,regulation of protein localization to plasma membrane,3/108,102/18866,0.020807736,0.089673347,0.064859608,AKT1/AR/SQSTM1,3
GO:0014037,Schwann cell differentiation,2/108,39/18866,0.020963014,0.089673347,0.064859608,AKT1/CDK1,2
GO:0046329,negative regulation of JNK cascade,2/108,39/18866,0.020963014,0.089673347,0.064859608,AKT1/PAFAH1B1,2
GO:0050775,positive regulation of dendrite morphogenesis,2/108,39/18866,0.020963014,0.089673347,0.064859608,EEF2K/PAFAH1B1,2
GO:0086091,regulation of heart rate by cardiac conduction,2/108,39/18866,0.020963014,0.089673347,0.064859608,AKAP9/YWHAE,2
GO:1901021,positive regulation of calcium ion transmembrane transporter activity,2/108,39/18866,0.020963014,0.089673347,0.064859608,HAP1/HTT,2
GO:0002042,cell migration involved in sprouting angiogenesis,3/108,103/18866,0.021344732,0.090892447,0.065741368,AKT1/ANXA1/HDAC5,3
GO:0034766,negative regulation of ion transmembrane transport,3/108,103/18866,0.021344732,0.090892447,0.065741368,AKT1/YWHAE/YWHAQ,3
GO:0060079,excitatory postsynaptic potential,3/108,103/18866,0.021344732,0.090892447,0.065741368,AKT1/APP/GSK3B,3
GO:2001257,regulation of cation channel activity,4/108,185/18866,0.021793907,0.092639366,0.067004892,APP/HAP1/HTT/PRKACA,4
GO:0002027,regulation of heart rate,3/108,104/18866,0.021889297,0.092639366,0.067004892,AKAP9/PRKACA/YWHAE,3
GO:0006623,protein targeting to vacuole,2/108,40/18866,0.021985007,0.092639366,0.067004892,HGS/HSPA8,2
GO:0016572,histone phosphorylation,2/108,40/18866,0.021985007,0.092639366,0.067004892,AURKA/CDK1,2
GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,2/108,40/18866,0.021985007,0.092639366,0.067004892,CTNNB1/HHIP,2
GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,2/108,40/18866,0.021985007,0.092639366,0.067004892,HAP1/HTT,2
GO:1902991,regulation of amyloid precursor protein catabolic process,2/108,40/18866,0.021985007,0.092639366,0.067004892,APP/HAP1,2
GO:0050770,regulation of axonogenesis,4/108,186/18866,0.022177503,0.093311016,0.067490689,GSK3B/PAFAH1B1/PSEN1/TUBB2B,4
GO:0048639,positive regulation of developmental growth,4/108,187/18866,0.022565217,0.094659743,0.068466206,AKT1/CDK1/HSF1/PAFAH1B1,4
GO:0061138,morphogenesis of a branching epithelium,4/108,187/18866,0.022565217,0.094659743,0.068466206,AR/CTNNB1/CTNNBIP1/HHIP,4
GO:0001841,neural tube formation,3/108,106/18866,0.023001139,0.095181775,0.068843785,HIF1A/PRKACA/PRKACB,3
GO:0032414,positive regulation of ion transmembrane transporter activity,3/108,106/18866,0.023001139,0.095181775,0.068843785,AKAP9/HAP1/HTT,3
GO:0071868,cellular response to monoamine stimulus,3/108,106/18866,0.023001139,0.095181775,0.068843785,APP/GSK3B/PRKACA,3
GO:0071870,cellular response to catecholamine stimulus,3/108,106/18866,0.023001139,0.095181775,0.068843785,APP/GSK3B/PRKACA,3
GO:1904029,regulation of cyclin-dependent protein kinase activity,3/108,106/18866,0.023001139,0.095181775,0.068843785,HSP90AB1/AKT1/CKS1B,3
GO:2000379,positive regulation of reactive oxygen species metabolic process,3/108,106/18866,0.023001139,0.095181775,0.068843785,HSP90AB1/AKT1/HSP90AA1,3
GO:0006458,'de novo' protein folding,2/108,41/18866,0.023027304,0.095181775,0.068843785,HSPA1L/HSPA8,2
GO:0033574,response to testosterone,2/108,41/18866,0.023027304,0.095181775,0.068843785,AR/HSF1,2
GO:0045494,photoreceptor cell maintenance,2/108,41/18866,0.023027304,0.095181775,0.068843785,CDH23/CDHR1,2
GO:0099622,cardiac muscle cell membrane repolarization,2/108,41/18866,0.023027304,0.095181775,0.068843785,AKAP9/YWHAE,2
GO:0001654,eye development,6/108,384/18866,0.023101435,0.095348381,0.068964289,CEP290/CTNNB1/HIF1A/HIPK1/PRPH2/PSEN1,6
